Name,ROI,Day,Month,Width,Height,x,y,Class,Label,Status
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,81.0,13.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,81.0,14.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,80.0,15.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,82.0,17.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,84.0,17.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,85.0,18.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,87.0,18.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,88.0,17.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,90.0,17.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,91.0,16.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,92.0,16.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,93.0,15.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,93.0,13.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,92.0,12.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,89.0,12.0,0,CL,Continued
2261_86_14_c2_cp1,2261_86_14,2261,3,14,8,88.0,11.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,86.0,13.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,85.0,14.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,85.0,16.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,86.0,16.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,87.0,17.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,90.0,17.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,91.0,16.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,91.0,15.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,90.0,14.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,88.0,14.0,0,CL,Continued
2262_87_15_c2_cp1,2262_87_15,2262,3,7,5,87.0,13.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,86.0,12.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,87.0,12.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,88.0,13.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,90.0,13.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,92.0,15.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,92.0,16.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,90.0,18.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,87.0,18.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,86.0,17.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,85.0,17.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,84.0,16.0,0,CL,Continued
2262_87_15_c3_cp1,2262_87_15,2262,3,24,14,84.0,14.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,88.0,13.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,87.0,14.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,86.0,14.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,84.0,16.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,85.0,17.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,86.0,17.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,87.0,18.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,96.0,18.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,97.0,17.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,98.0,17.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,99.0,16.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,99.0,15.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,98.0,14.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,97.0,14.0,0,CL,Continued
2263_91_15_c2_cp1,2263_91_15,2263,3,16,6,96.0,13.0,0,CL,Continued
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,20.0,22.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,19.0,23.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,18.0,23.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,17.0,24.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,17.0,27.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,18.0,28.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,18.0,29.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,19.0,30.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,19.0,29.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,20.0,28.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,20.0,27.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,21.0,26.0,1,COH,New
2264_18_25_c15_cp1,2264_18_25,2264,3,5,9,21.0,23.0,1,COH,New
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,89.0,12.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,88.0,13.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,87.0,13.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,85.0,15.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,85.0,16.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,87.0,18.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,94.0,18.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,95.0,17.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,96.0,17.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,97.0,16.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,98.0,16.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,99.0,15.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,99.0,14.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,98.0,13.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,97.0,13.0,0,CL,Continued
2264_91_14_c2_cp1,2264_91_14,2264,3,15,7,96.0,12.0,0,CL,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,17.0,21.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,16.0,22.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,15.0,22.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,15.0,25.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,16.0,26.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,16.0,27.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,17.0,28.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,19.0,28.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,19.0,27.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,20.0,26.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,20.0,24.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,21.0,23.0,1,COH,Continued
2265_17_24_c15_cp1,2265_17_24,2265,3,7,8,19.0,21.0,1,COH,Continued
2265_90_16_c2_cp1,2265_90_16,2265,3,5,6,92.0,14.0,0,CL,Continued
2265_90_16_c2_cp1,2265_90_16,2265,3,5,6,91.0,15.0,0,CL,Continued
2265_90_16_c2_cp1,2265_90_16,2265,3,5,6,90.0,15.0,0,CL,Continued
2265_90_16_c2_cp1,2265_90_16,2265,3,5,6,89.0,16.0,0,CL,Continued
2265_90_16_c2_cp1,2265_90_16,2265,3,5,6,89.0,19.0,0,CL,Continued
2265_90_16_c2_cp1,2265_90_16,2265,3,5,6,91.0,19.0,0,CL,Continued
2265_90_16_c2_cp1,2265_90_16,2265,3,5,6,93.0,17.0,0,CL,Continued
2265_90_16_c2_cp1,2265_90_16,2265,3,5,6,93.0,15.0,0,CL,Continued
2265_90_16_c3_cp1,2265_90_16,2265,3,20,16,91.0,14.0,0,CL,Continued
2265_90_16_c3_cp1,2265_90_16,2265,3,20,16,92.0,13.0,0,CL,Continued
2265_90_16_c3_cp1,2265_90_16,2265,3,20,16,94.0,15.0,0,CL,Continued
2265_90_16_c3_cp1,2265_90_16,2265,3,20,16,94.0,17.0,0,CL,Continued
2265_90_16_c3_cp1,2265_90_16,2265,3,20,16,91.0,20.0,0,CL,Continued
2265_90_16_c3_cp1,2265_90_16,2265,3,20,16,89.0,20.0,0,CL,Continued
2265_90_16_c3_cp1,2265_90_16,2265,3,20,16,88.0,19.0,0,CL,Continued
2265_90_16_c3_cp1,2265_90_16,2265,3,20,16,88.0,16.0,0,CL,Continued
2265_90_16_c3_cp1,2265_90_16,2265,3,20,16,90.0,14.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,89.0,7.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,87.0,9.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,86.0,9.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,86.0,15.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,91.0,20.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,97.0,20.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,98.0,19.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,99.0,19.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,101.0,17.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,101.0,16.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,102.0,15.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,102.0,9.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,101.0,8.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,100.0,8.0,0,CL,Continued
2266_94_13_c2_cp1,2266_94_13,2266,3,17,14,99.0,7.0,0,CL,Continued
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,17.0,24.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,16.0,25.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,16.0,27.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,17.0,28.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,18.0,28.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,19.0,29.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,20.0,29.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,22.0,31.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,23.0,31.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,23.0,27.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,22.0,26.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,22.0,25.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,21.0,25.0,3,NROI,New
2267_19_26_c14_cp1,2267_19_26,2267,3,8,8,20.0,24.0,3,NROI,New
2268_11_40_c10_cp3,2268_11_40,2268,3,4,3,10.0,39.0,2,COL,New
2268_11_40_c10_cp3,2268_11_40,2268,3,4,3,10.0,40.0,2,COL,New
2268_11_40_c10_cp3,2268_11_40,2268,3,4,3,11.0,41.0,2,COL,New
2268_11_40_c10_cp3,2268_11_40,2268,3,4,3,13.0,41.0,2,COL,New
2268_11_40_c10_cp3,2268_11_40,2268,3,4,3,13.0,40.0,2,COL,New
2268_11_40_c10_cp3,2268_11_40,2268,3,4,3,12.0,39.0,2,COL,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,20.0,20.0,1,COH,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,19.0,21.0,1,COH,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,18.0,21.0,1,COH,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,18.0,23.0,1,COH,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,20.0,23.0,1,COH,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,21.0,22.0,1,COH,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,26.0,22.0,1,COH,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,27.0,21.0,1,COH,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,25.0,21.0,1,COH,New
2268_21_21_c14_cp1,2268_21_21,2268,3,10,4,24.0,20.0,1,COH,New
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,25.0,21.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,24.0,22.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,23.0,22.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,22.0,23.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,22.0,24.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,23.0,25.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,24.0,25.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,25.0,26.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,26.0,26.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,27.0,25.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,28.0,25.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,29.0,24.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,29.0,22.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,28.0,22.0,1,COH,Continued
2269_25_23_c14_cp1,2269_25_23,2269,3,8,6,27.0,21.0,1,COH,Continued
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,85.0,12.0,0,CL,New
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,84.0,13.0,0,CL,New
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,83.0,13.0,0,CL,New
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,82.0,14.0,0,CL,New
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,82.0,17.0,0,CL,New
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,83.0,17.0,0,CL,New
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,84.0,16.0,0,CL,New
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,85.0,16.0,0,CL,New
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,86.0,15.0,0,CL,New
2269_83_14_c2_cp2,2269_83_14,2269,3,5,6,86.0,13.0,0,CL,New
226_46_58_c10_cp2,226_46_58,226,8,3,3,46.0,57.0,3,NROI,Continued
226_46_58_c10_cp2,226_46_58,226,8,3,3,46.0,58.0,3,NROI,Continued
226_46_58_c10_cp2,226_46_58,226,8,3,3,45.0,59.0,3,NROI,Continued
226_46_58_c10_cp2,226_46_58,226,8,3,3,46.0,59.0,3,NROI,Continued
226_46_58_c10_cp2,226_46_58,226,8,3,3,47.0,58.0,3,NROI,Continued
226_46_58_c10_cp2,226_46_58,226,8,3,3,47.0,57.0,3,NROI,Continued
2270_28_41_c11_cp2,2270_28_41,2270,3,7,4,28.0,40.0,2,COL,New
2270_28_41_c11_cp2,2270_28_41,2270,3,7,4,26.0,42.0,2,COL,New
2270_28_41_c11_cp2,2270_28_41,2270,3,7,4,27.0,43.0,2,COL,New
2270_28_41_c11_cp2,2270_28_41,2270,3,7,4,29.0,43.0,2,COL,New
2270_28_41_c11_cp2,2270_28_41,2270,3,7,4,30.0,42.0,2,COL,New
2270_28_41_c11_cp2,2270_28_41,2270,3,7,4,31.0,42.0,2,COL,New
2270_28_41_c11_cp2,2270_28_41,2270,3,7,4,31.0,41.0,2,COL,New
2270_28_41_c11_cp2,2270_28_41,2270,3,7,4,32.0,40.0,2,COL,New
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,25.0,38.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,24.0,39.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,23.0,39.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,21.0,41.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,21.0,44.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,22.0,45.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,23.0,45.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,24.0,46.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,26.0,46.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,27.0,45.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,28.0,45.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,29.0,44.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,29.0,43.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,30.0,42.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,30.0,40.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,29.0,39.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,28.0,39.0,2,COL,Continued
2271_25_41_c11_cp2,2271_25_41,2271,3,10,9,27.0,38.0,2,COL,Continued
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,18.0,19.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,17.0,20.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,16.0,20.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,15.0,21.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,14.0,21.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,13.0,22.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,13.0,23.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,12.0,24.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,12.0,28.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,14.0,30.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,20.0,30.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,21.0,29.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,23.0,29.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,24.0,28.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,26.0,28.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,29.0,25.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,29.0,23.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,26.0,20.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,24.0,20.0,1,COH,New
2271_20_24_c14_cp1,2271_20_24,2271,3,18,12,23.0,19.0,1,COH,New
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,20.0,36.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,19.0,37.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,18.0,37.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,15.0,40.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,15.0,41.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,14.0,42.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,14.0,43.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,17.0,46.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,18.0,46.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,19.0,47.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,25.0,47.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,26.0,46.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,27.0,46.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,28.0,45.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,28.0,44.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,29.0,43.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,29.0,39.0,2,COL,Continued
2272_22_41_c12_cp2,2272_22_41,2272,3,16,12,26.0,36.0,2,COL,Continued
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,71.0,14.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,70.0,15.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,69.0,15.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,68.0,16.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,68.0,17.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,67.0,18.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,67.0,19.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,68.0,20.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,68.0,21.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,70.0,23.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,71.0,23.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,72.0,24.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,75.0,24.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,76.0,25.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,77.0,25.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,78.0,24.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,81.0,24.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,82.0,23.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,83.0,23.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,84.0,22.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,85.0,22.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,86.0,21.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,86.0,17.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,84.0,15.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,82.0,15.0,0,CL,New
2272_76_18_c2_cp1,2272_76_18,2272,3,20,12,81.0,14.0,0,CL,New
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,18.0,34.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,17.0,35.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,16.0,35.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,15.0,36.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,14.0,36.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,12.0,38.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,12.0,41.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,16.0,45.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,18.0,45.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,19.0,46.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,23.0,46.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,24.0,45.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,25.0,45.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,28.0,42.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,28.0,40.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,29.0,39.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,29.0,37.0,2,COL,Continued
2273_20_39_c12_cp2,2273_20_39,2273,3,18,13,26.0,34.0,2,COL,Continued
2273_11_25_c14_cp1,2273_11_25,2273,3,17,9,8.0,22.0,1,COH,New
2273_11_25_c14_cp1,2273_11_25,2273,3,17,9,7.0,23.0,1,COH,New
2273_11_25_c14_cp1,2273_11_25,2273,3,17,9,6.0,23.0,1,COH,New
2273_11_25_c14_cp1,2273_11_25,2273,3,17,9,5.0,24.0,1,COH,New
